claimReviewed,itemReviewed.datePublished,itemReviewed.type,author.name,author.jobTitle,author.affiliation.type,author.affiliation.name,title,subtitle,reviewRating.type,reviewRating.alternateName,reviewRating.color,postTerms.partyTermId,postTerms.ratingTermId,postTerms.claimerTermId,type,id,datePublished,url
“Otra cosa es negociar con Bildu. A mí no me habrá visto nadie”,2022-02-08,Claim,Sergio Sayas,Diputado,Organization,Unión del Pueblo Navarro (UPN),"Sayas negoció con Bildu enmiendas a la ley de policías de Navarra en 2018, aunque ahora niega que haya negociado nunca con este partido","Sergio Sayas aseguró en una entrevista que nunca ha negociado con Bildu. Sin embargo, en 2018 el diputado navarro firmó cuatro enmienda junto con este partido para aprobar la ley de policías de Navarra
",Rating,Falso,#f54242,112512,98750,112511,ClaimReview,276657,2022-02-11,https://www.newtral.es/sergio-sayas-bildu-ley-policias-de-navarra-factcheck/20220211/
"""Hubo quien criticó en su momento a Roger Torrent, que actuó tras un sentencia firme del Supremo [en el caso de Quim Torra]. En caso de la presidenta del Parlament actuó mucho antes""",2022-02-05,Claim,Oriol Junqueras,Presidente de Esquerra Republicana de Catalunya,Organization,ERC,Torrent no actuó “tras una sentencia firme del Supremo” en el caso de Torra como dice Junqueras,"La mesa del Parlament aceptó la retirada del escaño de Torra el 27 de enero de 2020, aún sin sentencia firme del Supremo
",Rating,Engañoso,#ff8433,98758,98754,112658,ClaimReview,276011,2022-02-10,https://www.newtral.es/torrent-supremo-parlament-factcheck/20220210/
"“Criticaban al presidente Rajoy y ellos han multiplicado por cinco, yo creo, en número, más de 100 reales decretos leyes desde que está el señor Sánchez”",2022-02-07,Claim,Ana Pastor,Diputada,Organization,Partido Popular,El número de decretos leyes no “se ha multiplicado por cinco” desde que Sánchez es presidente como dice Pastor,"Desde que Sánchez preside el Ejecutivo se han aprobado 115 decretos leyes, con una media de 2,6 cada 30 días, casi el doble que con Rajoy, pero no se quintuplican
",Rating,Engañoso,#ff8433,98757,98754,98846,ClaimReview,276736,2022-02-10,https://www.newtral.es/decretos-leyes-sanchez-rajoy-ana-pastor-factcheck/20220210/
“Es una vergüenza que la dotación presupuestaria para los ataques de lobos sean 50.000 euros cuando hay 500 millones de euros para el ministerio de desigualdad”,2022-02-07,Claim,Juan García-Gallardo,Candidato a la Presidencia de Castilla y León,Organization,Vox,"García-Gallardo denuncia que se destinan 50.000 euros para paliar los ataques del lobo pero fueron 1,8 millones en toda Castilla y León","Las indemnizaciones a ganaderos por ataque de lobo en Castilla y León dependen de si el daño al ganado se produjo al sur o al norte del río Duero. En 2020, los datos más recientes, se otorgaron ayudas por valor de 1,8 millones de euros en toda la comunidad
",Rating,Engañoso,#ff8433,98768,98754,112737,ClaimReview,276697,2022-02-09,https://www.newtral.es/lobo-ataque-indemnizacion-danos-castilla-y-leon-juan-garcia-gallardo/20220209/
"“Es la primera vez desde que hay registro en el INE que hay un balance migratorio positivo, que viene más gente de la que se va”",2022-02-06,Claim,Francisco Igea,Candidato a la Presidencia de Castilla y León,Organization,Ciudadanos,"Castilla y León tiene un saldo migratorio positivo desde antes del Gobierno de PP y Ciudadanos, no como dice Igea","El saldo migratorio de la población de Castilla y León es positivo desde 2018, un año antes de que Ciudadanos llegase al Gobierno de la comunidad, y lleva desde 2015 mostrando mejoras
",Rating,Verdad a medias,#ebe013,98755,98749,112703,ClaimReview,275981,2022-02-08,https://www.newtral.es/saldo-migratorio-castilla-leon-francisco-igea-ciudadanos/20220208/
“Un autónomo paga el doble por trabajar en España que en Francia”,2022-02-02,Claim,Teodoro García Egea,Secretario general del PP,Organization,Partido Popular,La cuota de autónomos en España no es comparable con la de Francia como hace García Egea: la base de cotización es distinta,"La cuota de autónomos en Francia se calcula de acuerdo con los ingresos, pero no en España, donde depende de la base elegida por el trabajador por cuenta propia
",Rating,Engañoso,#ff8433,98757,98754,98854,ClaimReview,274560,2022-02-08,https://www.newtral.es/cuota-autonomos-francia-garcia-egea-factcheck/20220208/
“[Castilla y León] Es la comunidad donde más se incrementó el precio de la vivienda el año pasado”,2022-02-01,Claim,Pablo Fernández,Candidato de Unidas Podemos a la presidencia de Castilla y León,Organization,Unidas Podemos,"Castilla y León no es la comunidad en la que más ha subido el precio de la vivienda en 2021, está en el puesto 11","El precio de la vivienda en el tercer trimestre de 2021 se incrementó en todas las comunidades autónomas. Sin embargo, a pesar de la afirmación del candidato de Unidas Podemos en Castilla y León, esta comunidad no encabeza dicho aumento
",Rating,Falso,#f54242,98763,98750,111245,ClaimReview,275100,2022-02-07,https://www.newtral.es/incremento-precio-vivienda-castilla-y-leon-factcheck/20220207/
"""La desaparición del contrato de obra y su sustitución por un mecanismo alternativo de finalización del contrato solo se hace para un sector, el de la construcción""",2022-02-03,Claim,Cuca Gamarra,Diputada,Organization,Partido Popular,La reforma laboral contempla un sistema de finalización de contrato específico para el sector de la construcción,"El contrato por obra desaparece con la nueva reforma laboral y, en el sector de la construcción, se añade una causa específica de finalización del contrato tras la finalización de una obra
",Rating,Verdadero,#01f3b3,98757,98753,98835,ClaimReview,274603,2022-02-06,https://www.newtral.es/contrato-de-obra-reforma-laboral-construccion-factcheck/20220206/
"""Los últimos tres años este Gobierno ha invertido un 26% más de lo que había invertido el Gobierno de Mariano Rajoy en ocho años en Castilla y León”",2022-02-02,Claim,Teresa Ribera,Vicepresidenta cuarta y ministra para la Transición Ecológica y el Reto Demográfico,Organization,PSOE,Pedro Sánchez no ha invertido un 26% más en Castilla y León que el Gobierno de Mariano Rajoy,"Teresa Ribera ha dado un porcentaje que también ha mencionado el ministro de Presidencia, Félix Bolaño. La cifra del 26% coincide con una promesa de Pedro Sánchez para final de la legislatura en 2023
",Rating,Falso,#f54242,98761,98750,98785,ClaimReview,274610,2022-02-04,https://www.newtral.es/sanchez-inversion-castilla-leon-presupuestos/20220204/
“Solo el 5% de los niños de 0 a 3 años están escolarizados en escuelas públicas”,2022-01-31,Claim,Luis Tudanca,Candidato a la Presidencia de Castilla y León,Organization,PSOE,"El 72% de los menores de 3 años escolarizados en Castilla y León asistieron a escuelas públicas y no un 5%, como dice Tudanca","En Castilla y León hay 58.397 niños cuyas edades están comprendidas entre los 0 y 3 años. De estos, 5.869 asistieron a escuelas públicas en el curso 2020-2021, mientras que más de 2.000 estuvieron escolarizados en centros privados
",Rating,Falso,#f54242,98761,98750,112706,ClaimReview,273554,2022-02-03,https://www.newtral.es/ninos-escuelas-publicas-castilla-y-leon-factcheck/20220203/
"“Castilla y León lleva perdiendo población desde 1987, desde que comenzó a gobernar un Partido Popular”",2022-01-29,Claim,Luis Tudanca,Candidato a la Presidencia de Castilla y León,Organization,PSOE,Castilla y León lleva perdiendo población desde antes de que gobernara el PP,"El candidato del PSOE para las elecciones de Castilla y León no tuvo en cuenta que la caída viene de antes de la llegada del PP y no ha sido continua: de 2002 a 2009 la población aumentó
",Rating,Verdad a medias,#ebe013,98761,98749,112706,ClaimReview,273368,2022-02-02,https://www.newtral.es/poblacion-castilla-leon-pp-luis-tudanca-fact/20220202/
“Y lo que dijo [Garzón] es que el 80% de los quesos en España eran no saludables”,2022-01-27,Claim,Pablo Casado,Presidente del PP,Organization,Partido Popular,Garzón no ha dicho que el 80% de los quesos españoles no son saludables,"El presidente del PP, Pablo Casado, ha puesto en boca de Garzón un dato que este no ha dicho. Además, hace referencia al sistema de etiquetado NutriScore, cuyas calificaciones no dependen del Ministerio de Consumo
",Rating,Falso,#f54242,98757,98750,98786,ClaimReview,272507,2022-02-01,https://www.newtral.es/quesos-espanoles-casado-garzon-factcheck/20220201/
"“En épocas de crecimiento económico (...) lo que hemos hecho ha sido, por primera vez en años, reducir la tasa de abandono escolar”",2022-01-29,Claim,Pedro Sánchez,Presidente del Gobierno,Organization,PSOE,La tasa de abandono escolar desciende desde 2009 y no se ha reducido “por primera vez en años” con crecimiento económico como dice Sánchez,"El presidente aseguró que la tasa de abandono escolar ha caído por primera vez en un contexto de crecimiento del PIB y de creación de empleo juvenil. Pero no es la primera vez que esto sucede en momentos de crecimiento
",Rating,Falso,#f54242,98761,98750,98860,ClaimReview,273189,2022-02-01,https://www.newtral.es/abandono-escolar-sanchez-factcheck/20220201/
"De verdad, este es el presidente de Hungría. El presidente que (...) tiene la mitad de la inflación que España.",2022-01-26,Claim,Jorge Buxadé,Eurodiputado,Organization,Vox,"La inflación en Hungría supera a la de España, pero Vox dice que es la mitad","El eurodiputado de Vox hizo esta afirmación sobre el Gobierno de Orbán, pero la inflación de Hungría en 2021 fue mayor que la de España
",Rating,Falso,#f54242,98768,98750,111039,ClaimReview,272847,2022-02-01,https://www.newtral.es/hungria-inflacion-espana-jorge-buxade/20220201/
"“A otras entidades (...) como pueden ser Cáritas o como puede ser Cruz Roja, [Ada Colau] las deja sin ningún tipo de subvención”",2022-01-20,Claim,María Luz Guilarte,Presidenta del grupo municipal de Ciudadanos en Barcelona,Organization,Ciudadanos,El Ayuntamiento de Barcelona no ha retirado las subvenciones a Cáritas y Cruz Roja como dice Cs,"La presidenta del Grupo Municipal de Ciudadanos en el Ayuntamiento de Barcelona apuntó a que estas organizaciones habían perdido subvenciones, pero no es cierto: ambas cuentan con una asignación en los presupuestos de 2022
",Rating,Falso,#f54242,98755,98750,112699,ClaimReview,269306,2022-02-01,https://www.newtral.es/ayudas-caritas-cruz-roja-barcelona-factcheck/20220201/
“[Castilla y León] Es la única comunidad en que es obligatorio [hacer debates electorales]”,2022-01-26,Claim,Francisco Igea,Candidato a la presidencia de Castilla y León,Organization,Ciudadanos,Castilla y León no es la única comunidad con debates electorales obligatorios: en Murcia y País Vasco también lo son,"A dos semanas de las elecciones de Castilla y León, el candidato de Ciudadanos, Francisco Igea, aseguró que los debates electorales son obligatorios únicamente en esta comunidad. Pero no es así 
*ACTUALIZADO 2/2/2022
",Rating,Falso,#f54242,98755,98750,112703,ClaimReview,271394,2022-01-28,https://www.newtral.es/debates-electorales-obligatorios-elecciones-castilla-y-leon-factcheck/20220128/
"""Nunca había pasado que la gestión municipal se ubicara como uno de los principales problemas""",2022-01-23,Claim,Elsa Artadi,Diputada del Parlament de Catalunya,Organization,Junts per Catalunya,La gestión municipal estuvo entre los cuatro principales problemas de los barceloneses cuando Hereu era alcalde,"Aunque la gestión municipal del Ayuntamiento de Barcelona se ha situado como una de las principales preocupaciones el último año, no es la primera vez: ya lo había sido en 2010, 2015 y 2016
",Rating,Verdad a medias,#ebe013,98756,98749,111825,ClaimReview,270098,2022-01-28,https://www.newtral.es/gestion-municipal-barcelona-factcheck/20220128/
"""[Pedro Sánchez] no ha sido capaz ni de ejecutar 100 millones de 24.000 que tenía presupuestados para el 2021""",2022-01-23,Claim,Pablo Casado,Presidente del PP,Organization,Partido Popular,"El Gobierno ha distribuido 11.000 millones de los fondos europeos, 100 veces más de lo que dice Pablo Casado","Aunque el líder del PP asegura que el Gobierno no ha ejecutado «ni 100 millones», las cifras disponibles sobre asignación y ejecución posterior de estos fondos europeos no avalan esta afirmación
",Rating,Falso,#f54242,98757,98750,98786,ClaimReview,269980,2022-01-27,https://www.newtral.es/fondos-europeos-presupuesto-2021-pablo-casado-factcheck/20220127/
"“En España, el 80% de los jóvenes entre 16 y 29 años continúa residiendo en el domicilio familiar. En Cataluña, este porcentaje, este nivel, es peor: el 85%”",2022-01-22,Claim,Raquel Sánchez,"Ministra de Transportes, Movilidad y Agenda Urbana",Organization,PSOE,"Cataluña no está “peor” en emancipación juvenil que la media española, es la tercera con mayor tasa","La ministra de Transportes aseguró que en Cataluña la tasa de emancipación es «peor» y que el 85% de los jóvenes viven con sus familias, pero en realidad está por debajo de la media
",Rating,Engañoso,#ff8433,98761,98754,112493,ClaimReview,270083,2022-01-26,https://www.newtral.es/emancipacion-juvenil-cataluna-factcheck/20220126/
"""La comunidad que está peor en estos momentos en número de contagios es, precisamente, Cataluña""",2022-01-18,Claim,Santi Rodríguez,secretario general del PP de Cataluña,Organization,Partido Popular,Cataluña no es la comunidad que está “peor en número de contagios” como afirma Santi Rodríguez,"Aunque es la que más casos registra en números absolutos, no es la que mayor tasa tiene ni la que “está peor en número de contagios” como dice el secretario general del Partido Popular de Cataluña
",Rating,Engañoso,#ff8433,98757,98754,111970,ClaimReview,269223,2022-01-22,https://www.newtral.es/contagios-cataluna-pp-factcheck/20220122/
"“Garzón, no contento con meterse con el campo y con el sector del vacuno, ahora se mete con el sector de la hostelería y con el sector de la restauración”",2022-01-20,Claim,Alfonso Fernández Mañueco,Presidente de Castilla y León,Organization,Partido Popular,Mañueco dice que Garzón “se mete” con la hostelería por una campaña de Consumo que explica cómo usar un táper,"El presidente de la Junta de Castilla y León aseguró que el ministro de Consumo, Alberto Garzón, había criticado a la hostelería, pero en la campaña del Ministerio no hay ninguna referencia al sector
",Rating,Falso,#f54242,98757,98750,112603,ClaimReview,269325,2022-01-21,https://www.newtral.es/hosteleria-manueco-garzon-restauracion-factcheck/20220121/
“El Gobierno acaba de adquirir por 1€ un agujero de 35.000 millones del banco Sareb. El 43% del gasto público sanitario en España en 2021 en plena pandemia”,2022-01-18,Claim,Íñigo Errejón,Diputado,Organization,Más País,"El Gobierno no “acaba de adquirir” el agujero de la Sareb como dice Errejón, pasa de ser su socio principal al accionista mayoritario","El Estado pasará a controlar la Sareb por un importe simbólico de un euro tras aumentar su participación actual del 46% hasta más del 50% después de que Eurostat instara a España a incorporar la deuda de la entidad en sus cuentas públicas
",Rating,Verdad a medias,#ebe013,98888,98749,98804,ClaimReview,268986,2022-01-21,https://www.newtral.es/sareb-estado-control-inigo-errejon-factcheck/20220121/
"“Si Djokovic no está vacunado, lógicamente no podrá participar en un torneo en Madrid, puesto que las normas están para cumplirlas”",2022-01-18,Claim,Enrique Ruiz Escudero,Consejero de Sanidad de la Comunidad de Madrid,Organization,Partido Popular,"El consejero de Sanidad de Madrid dice que Djokovic no podrá jugar en Madrid sin vacunarse, pero las normas actuales lo permiten","Ni las normas de entrada a España ni las de participación en el torneo impiden, por ahora, que Novak Djokovic pueda jugar en el Mutua Madrid Open sin estar vacunado
",Rating,Falso,#f54242,98757,98750,112204,ClaimReview,268423,2022-01-20,https://www.newtral.es/novak-djokovic-madrid-open-tenis-diaz-escudero-consejero-sanidad/20220120/
“En los últimos 10 meses se han incorporado nada más y nada menos que al mercado laboral de nuestro país dos millones de personas”,2022-01-13,Claim,Pedro Sánchez,Presidente del Gobierno,Organization,PSOE,"El mercado laboral ha aumentado, pero cuatro veces menos de lo que dice Sánchez","El presidente del Gobierno aseguró que en los últimos diez meses, dos millones de personas se han incorporado al mercado laboral. Sin embargo, como explican los expertos, este dato se mide a través de la Encuesta de Población Activa, que no respalda dicha afirmación
",Rating,Engañoso,#ff8433,98761,98754,98860,ClaimReview,268165,2022-01-20,https://www.newtral.es/mercado-laboral-pedro-sanchez-factcheck/20220120/
“Desde hace ya años el Gobierno de España les debe a los castellanos y leoneses 182 millones de euros del IVA que no le da la gana de pagar a Sánchez”,2022-01-13,Claim,Javier Maroto,Portavoz del PP en el Senado,Organization,Partido Popular,"El Gobierno debe 182 millones a Castilla y León, pero la deuda surge de una norma de 2016, cuando gobernaba el PP","Javier Maroto señaló que a Pedro Sánchez “no le da la gana de pagar” la deuda del Gobierno con Castilla y León por la liquidación del IVA, pero la deuda surge de un déficit de ingresos cuando todavía gobernaba el PP
",Rating,Verdad a medias,#ebe013,98757,98749,98855,ClaimReview,267596,2022-01-19,https://www.newtral.es/iva-castilla-y-leon-pedro-sanchez-javier-maroto-factcheck/20220119/
“Tenemos una exportación de productos cárnicos anual de 12.200 millones de euros que supone aproximadamente el 21% del total de la exportación agroalimentaria”,2022-01-11,Claim,Luis Planas,"Ministro de Agricultura, Pesca y Alimentacion",Organization,PSOE,El ministro de Agricultura infla el dato de la exportación de carne al incluir el de toda la ganadería,"Luis Planas afirmó que las exportaciones de cárnicos alcanzaron los 12.200 millones de euros, pero esa cifra incluye otros productos como lácteos y huevos, como precisa el propio Ministerio de Agricultura
",Rating,Verdad a medias,#ebe013,98761,98749,111725,ClaimReview,267174,2022-01-18,https://www.newtral.es/exportacion-carne-espana/20220118/
"“En el último año, a pesar de la pandemia, el sector TIC ha creado 15.000 nuevos puestos de trabajo, lo que supone un incremento del 13%”",2022-01-11,Claim,Jordi Puigneró,Vicepresidente de Cataluña,Organization,Junts per Catalunya,"El sector TIC no ha creado 15.000 nuevos puestos de trabajo en Cataluña en 2021, es un dato desactualizado","El vicepresidente de Cataluña, Jordi Puigneró, hizo esa afirmación, pero las cifras están desactualizadas. En 2021, las TIC no han creado empleo; ha habido una reducción de trabajadores en el sector de cerca del mismo número
",Rating,Engañoso,#ff8433,98756,98754,112688,ClaimReview,266250,2022-01-14,https://www.newtral.es/tic-creacion-empleo-puignero-factcheck/20220114/
“Seis de cada 10 MIR están viniendo a Madrid”,2021-12-26,Claim,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Organization,Partido Popular,"Menos de dos de cada 10 MIR van a Madrid, no seis como dice Isabel Díaz Ayuso","En 2021, se le adjudicaron a la Comunidad de Madrid 1.722 plazas de MIR, que representa un 16,8% del total
",Rating,Falso,#f54242,98757,98750,98789,ClaimReview,262575,2021-12-29,https://www.newtral.es/mir-comunidad-madrid-isabel-diaz-ayuso/20211229/
“No hay un solo Gobierno autonómico en España que no haya cambiado a toda su Consejería de Sanidad”,,Claim,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Organization,Partido Popular,"Siete comunidades autónomas han mantenido a sus directores de Salud Pública, pese a las afirmaciones de Ayuso","En ocho autonomías ha habido cambios en los directores de salud pública desde el inicio de las legislaturas; en dos, Galicia y Cataluña, han entrado nuevas caras tras las elecciones de los dos últimos años. El resto, ha mantenido a las personas designadas 
",Rating,Falso,#f54242,98757,98750,98789,ClaimReview,262326,2021-12-29,https://www.newtral.es/directores-salud-publica-consejeros-sanidad-ayuso/20211229/
"“Cuando los irlandeses intentaban hacer un referéndum de autodeterminación para Irlanda, ¿qué contestaba el Imperio británico? Que no. ¿Y qué acabó ocurriendo? Que hubo un referéndum de autodeterminación para Irlanda""",2021-12-15,Claim,Oriol Junqueras,Presidente de Esquerra Republicana de Catalunya,Organization,ERC,Junqueras y el referéndum de autodeterminación en Irlanda: se celebró en el Norte y fue impulsado por Londres,"El líder de ERC afirma en una entrevista que en Irlanda se celebró un referéndum de autodeterminación pese a la oposición del “Imperio británico”
",Rating,Engañoso,#ff8433,98758,98754,112658,ClaimReview,261025,2021-12-23,https://www.newtral.es/irlanda-referendum-autodeterminacion-junqueras-factcheck/20211223/
"“Estás en la comunidad autónoma con la menor mortalidad por el virus desde que empezó la pandemia casi hace dos años, con la menor mortalidad por 100.000 habitantes”",2021-12-17,Claim,Alberto Núñez Feijóo,Presidente de Galicia,Organization,Partido Popular,"Galicia no es la comunidad con menor tasa de mortalidad, como dice Feijóo, sino que es la tercera","Canarias y Baleares son las comunidades autónomas con la tasa de mortalidad por covid más baja de España. Desde el inicio de pandemia hasta el 16 de diciembre, Galicia registró 2.707 fallecimientos por coronavirus 
",Rating,Falso,#f54242,98757,98750,98779,ClaimReview,260924,2021-12-22,https://www.newtral.es/galicia-menor-mortalidad-covid-nunez-feijoo/20211222/
“No sé si hay otras comunidades autónomas que han levantado dos hospitales públicos”,2021-12-20,Claim,Isabel Díaz Ayuso,Presidenta de la Comunidad de Madrid,Organization,Partido Popular,Ayuso dice que Madrid “ha levantado dos hospitales públicos” pero Ifema fue un hospital de campaña que duró seis semanas,"Aunque el Hospital Zendal sigue abierto tras haber sido construido en respuesta a la pandemia, el de Ifema se desmanteló en mayo de 2020, después de seis semanas en funcionamiento
",Rating,Engañoso,#ff8433,98757,98754,98789,ClaimReview,261113,2021-12-22,https://www.newtral.es/ayuso-hospitales-publicos-ifema-zendal/20211222/
"“Como ya hicimos el 7 de junio, España fue el país, el primer país, que abrió el mercado británico”",2021-12-20,Claim,Reyes Maroto,Ministra de Industria. Comercio y Turismo,Organization,PSOE,"Al menos siete países permitieron la entrada a británicos antes que España en junio, pese a que Reyes Maroto dice que fuimos los primeros","Desde el 24 de mayo, los turistas británicos pueden visitar España presentando el certificado de vacunación, test negativo –PCR o antígenos– o de recuperación. Pero algunos países como Portugal, Grecia o Italia abrieron sus fronteras a viajeros de Reino Unido antes que España 
",Rating,Falso,#f54242,98761,98750,98810,ClaimReview,260533,2021-12-22,https://www.newtral.es/turistas-britanicos-espana-turismo-reyes-maroto/20211222/
"“Ha sido este Gobierno el que les ha subido los salarios [a la Policía] un 24%. (...) El Gobierno del PP que tanto les apoya ahora, por lo visto, no les apoyaba nunca en la mejora de las condiciones laborales”",2021-12-13,Claim,Enrique Santiago,Secretario de Estado para la Agenda 2030,Organization,Izquierda Unida,"El Gobierno ha subido el sueldo a la Policía, pero era parte de un acuerdo previo del PP","El secretario de Estado para la Agenda 2030, Enrique Santiago, afirmó que ha sido el Gobierno actual el que les ha subido el sueldo a la Policía Nacional y la Guardia Civil, pero lo ha hecho cumpliendo un acuerdo al que se llegó con el anterior Ejecutivo
",Rating,Verdad a medias,#ebe013,98769,98749,112631,ClaimReview,258409,2021-12-14,https://www.newtral.es/subida-sueldo-policia-enrique-santiago-pce-factcheck/20211214/
"“[Con un simple cambio en la ley electoral, que elimine] la sobrerrepresentación que tienen los separatistas en el Congreso se podrían resolver muchas cosas”",2021-12-05,Claim,Inés Arrimadas,Presidenta de Ciudadanos,Organization,Ciudadanos,Los partidos independentistas catalanes tienen la misma proporción de escaños que votos en el Congreso,"Arrimadas señaló que los independentistas estaban sobrerreprensentados, pero su peso en la Cámara Baja es proporcional a los votos que obtuvieron. En Cataluña lograron un porcentaje más alto de escaños que de sufragios, pero esto sucede en otros territorios y a otros partidos
",Rating,Engañoso,#ff8433,98755,98754,98801,ClaimReview,258310,2021-12-14,https://www.newtral.es/independentistas-votos-escanos-cataluna/20211214/
"“Somos el país con más inflación de la Unión Europea, ya en el 5,5%”",2021-12-07,Claim,Pablo Casado,Presidente del PP,Organization,Partido Popular,"España es el séptimo país con más inflación de la UE, no el primero como dice Pablo Casado","La inflación de España se situó en octubre en su punto más alto desde 1992, pero no fue la más alta de la Unión Europea, sino la séptima, junto a Bélgica, posición que repite en noviembre de forma provisional
",Rating,Engañoso,#ff8433,98757,98754,98786,ClaimReview,257502,2021-12-13,https://www.newtral.es/inflacion-espana-ipc-europa-pablo-casado-factcheck/20211213/
"“Somos la segunda comunidad autónoma con el gravamen autonómico de IRPF más bajo de España, detrás de Madrid”",2021-11-30,Claim,Alfonso Fernández Mañueco,Presidente de la Junta de Castilla y León,Organization,Partido Popular,"Castilla y León es la segunda CCAA con el IRPF más bajo, pero solo para las rentas más altas","Cada comunidad autónoma puede establecer distintos tramos del IRPF. Castilla y León, junto con otras seis autonomías, es la cuarta región con el gravamen  autonómico de IRPF más bajo en el tramo inferior
",Rating,Verdad a medias,#ebe013,98757,98749,112603,ClaimReview,257011,2021-12-09,https://www.newtral.es/tramo-autonomico-irpf-castilla-y-leon-alfonso-fernandez-manueco-2/20211209/
“Pero afortunadamente en nuestro país hay un 90% de población vacunada. Somos el primer país del mundo en población vacunada”,2021-12-07,Claim,Felipe Sicilia,Portavoz adjunto del PSOE en el Congreso,Organization,PSOE,España no es “el primer país del mundo en población vacunada” como dice Felipe Sicilia,"El día que Felipe Sicilia afirmó que «España es el primer país del mundo en población vacunada» países como Portugal, Emiratos Árabes Unidos, Chile o Malta estaban por delante
",Rating,Engañoso,#ff8433,98761,98754,98851,ClaimReview,256659,2021-12-09,https://www.newtral.es/primer-pais-poblacion-vacunada-espana-factcheck/20211209/
"""Tenemos 16.000 jóvenes menos (en paro) que cuando hemos llegado al Ministerio de Trabajo. Llegamos al Ministerio de Trabajo y la cifra de paro juvenil era del 41%. Hoy es del 30%.""",2021-12-02,Claim,Yolanda Díaz,Vicepresidenta segunda del Gobierno y ministra de Trabajo y Economía Social,Organization,Unidas Podemos,La tasa de paro juvenil no era del 41% cuando Yolanda Díaz asumió Trabajo como asegura la ministra,"Aunque el número de jóvenes en paro ha disminuido en 16.006 personas desde febrero de 2020, primer mes completo de Yolanda Díaz como ministra, la tasa de paro juvenil ha crecido desde finales de 2019 
",Rating,Engañoso,#ff8433,98763,98754,110215,ClaimReview,256004,2021-12-07,https://www.newtral.es/tasa-paro-juvenil-yolanda-diaz/20211207/
“En Cataluña se han creado más empresas este año que las que se han creado en Madrid”,2021-11-29,Claim,Roger Torrent,consejero de Empresa y Trabajo de la Generalitat de Cataluña,Organization,ERC,"Cataluña está por encima de Madrid en creación neta de empresas, pero por debajo en constituciones","Roger Torrent hace un balance sobre el número de empresas creadas en ambas comunidades autónomas durante este año
",Rating,Verdad a medias,#ebe013,98758,98749,112596,ClaimReview,256157,2021-12-04,https://www.newtral.es/creacion-empresas-cataluna-madrid-roger-torrent/20211204/
"""España hoy cuenta con una Cámara de diputados que es la más paritaria del conjunto de la Unión Europea con 166 mujeres parlamentarias""",2021-11-26,Claim,Pedro Sánchez,Presidente del Gobierno,Organization,PSOE,"España tiene el tercer Congreso “más paritario” de la UE, no el primero como dice Pedro Sánchez","El presidente del Gobierno aseguró durante una intervención que el Congreso español era el “más paritario de la Unión Europea”, pero es el tercero por detrás de Suecia y Finlandia
",Rating,Falso,#f54242,98761,98750,98860,ClaimReview,254716,2021-11-30,https://www.newtral.es/congresos-union-europea-ue-paridad-mujeres/20211130/
"“Cuando se fue [el PP] y entró el Gobierno de coalición faltaban 20.000 policías en plantilla, en Guardia Civil y Policía. A día de hoy prácticamente están recuperados”",2021-11-24,Claim,Juan Antonio Delgado,Diputado,Organization,Unidas Podemos,"El Gobierno no ha ""recuperado"" 20.000 agentes de Policía y Guardia Civil como dice Podemos","El aumento en el número de fuerzas policiales en Policía Nacional y Guardia Civil desde 2018 es de 10.491 agentes.(*) ACTUALIZADO 02/12/2021.
",Rating,Engañoso,#ff8433,98763,98754,112577,ClaimReview,254390,2021-11-29,https://www.newtral.es/agentes-policia-guardia-civil-fuerzas-policiales-personal-20000-juan-antonio-delgado/20211129/
"""Las comunidades han abierto más de 170 embajadas a pesar de no tener esa competencia”",2021-11-22,Claim,Alberto Rodríguez Almeida,Diputado,Organization,Vox,"Las CCAA no han abierto “más de 170 embajadas” sin tener competencia como afirma Vox, son delegaciones respaldadas por el TC","El diputado de Vox por Las Palmas en el Congreso, Alberto Rodríguez, aseguró que las autonomías no tienen competencia para abrir “más de 170 embajadas”, pero lo que han creado son delegaciones cuya legitimidad está recogida en numerosas sentencias del Tribunal Constitucional
",Rating,Engañoso,#ff8433,98768,98754,112580,ClaimReview,254483,2021-11-27,https://www.newtral.es/embajadas-comunidades-autonomas/20211127/
"""[En Cataluña] Privación material severa: 6,2, la más alta de España""",2021-11-22,Claim,Alícia Romero,Portavoz del PSC en el Parlament catalán,Organization,PSC-PSOE,Cataluña no es la comunidad con la mayor tasa de privación material severa de España como dice Romero,"La portavoz del PSC en el Parlament de Cataluña aseguró que la tasa de privación material severa de Cataluña, del 6,2%, era la más alta, pero la comunidad autónoma no ocupa la primera posición ni en tasa ni en números absolutos
",Rating,Engañoso,#ff8433,110462,98754,112223,ClaimReview,253840,2021-11-26,https://www.newtral.es/privacion-material-severa-catal-una-alicia-romero-factcheck/20211126/
